,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,SaleType,SaleCondition,SalePrice
705,190,RM,70.0,5600,Reg,Lvl,Inside,Gtl,IDOTRR,2fmCon,2Story,4,5,1930,1950,Hip,VinylSd,Wd Shng,0.0,Fa,Other,Slab,TA,No,Unf,0,Unf,0,0,Fa,N,SBrkr,372,720,1092,0,2,0,3,2,Fa,7,0,Attchd,2005.0,Unf,0,0,N,0,0,0,WD,Normal,55000
706,20,RL,69.0,115149,IR2,Low,CulDSac,Sev,ClearCr,1Fam,1Story,7,5,1971,2002,Gable,Plywood,Plywood,351.0,TA,TA,CBlock,Gd,Gd,GLQ,1219,Unf,424,1643,TA,Y,SBrkr,1824,0,1824,1,2,0,2,1,Gd,5,2,Attchd,1971.0,Unf,2,739,Y,380,48,0,WD,Normal,302000
707,120,RL,48.0,6240,Reg,Lvl,Inside,Gtl,NridgHt,TwnhsE,1Story,8,5,2006,2006,Hip,MetalSd,MetalSd,176.0,Gd,TA,PConc,Gd,No,GLQ,863,Unf,461,1324,Ex,Y,SBrkr,1324,0,1324,1,2,0,2,1,Gd,6,1,Attchd,2006.0,Fin,2,550,Y,192,38,0,WD,Normal,254000
708,60,RL,65.0,9018,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2007,2007,Hip,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,Av,Unf,0,Unf,728,728,Ex,Y,SBrkr,728,728,1456,0,2,1,3,1,Gd,8,1,Attchd,2007.0,Fin,2,400,Y,100,24,0,New,Partial,179540
709,20,RL,69.0,7162,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,7,1966,1966,Gable,HdBoard,HdBoard,41.0,TA,TA,PConc,TA,No,Unf,0,Unf,876,876,TA,Y,SBrkr,904,0,904,0,1,0,3,1,TA,6,0,Attchd,1966.0,Unf,1,408,Y,0,0,0,WD,Abnorml,109900
710,30,RL,56.0,4130,IR1,Lvl,Inside,Gtl,BrkSide,1Fam,1Story,3,6,1935,2003,Gable,VinylSd,VinylSd,0.0,Gd,TA,CBlock,TA,No,Unf,0,Unf,270,270,Gd,Y,SBrkr,729,0,729,0,1,0,2,1,TA,5,0,Attchd,2005.0,Unf,0,0,N,0,0,0,WD,Normal,52000
711,50,C (all),66.0,8712,Reg,HLS,Inside,Mod,IDOTRR,1Fam,1.5Fin,4,7,1900,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,Stone,TA,Mn,Unf,0,Unf,859,859,Gd,Y,SBrkr,859,319,1178,0,1,0,2,1,TA,7,0,Detchd,1964.0,RFn,1,384,N,68,0,98,WD,Abnorml,102776
712,120,RL,40.0,4671,IR1,HLS,Inside,Gtl,StoneBr,TwnhsE,1Story,8,5,1988,1989,Gable,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,Mn,GLQ,767,Unf,461,1228,Gd,Y,SBrkr,1228,0,1228,1,2,0,2,1,Gd,5,1,Attchd,1988.0,Fin,2,472,Y,168,120,0,WD,Normal,189000
713,190,RL,60.0,9873,Reg,Lvl,Inside,Gtl,BrkSide,2fmCon,1Story,4,5,1970,1970,Gable,HdBoard,HdBoard,160.0,TA,TA,CBlock,TA,Av,ALQ,789,Unf,171,960,TA,N,SBrkr,960,0,960,1,1,0,3,1,TA,6,0,Detchd,1970.0,Unf,2,576,Y,0,288,0,WD,Normal,129000
714,60,RL,69.0,13517,IR1,Lvl,CulDSac,Gtl,Sawyer,1Fam,2Story,6,8,1976,2005,Gable,HdBoard,Plywood,289.0,Gd,TA,CBlock,TA,No,GLQ,533,Unf,192,725,Ex,Y,SBrkr,725,754,1479,0,2,1,3,1,Gd,6,0,Attchd,1976.0,RFn,2,475,Y,0,44,0,WD,Normal,130500
715,20,RL,78.0,10140,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,1Story,6,5,1974,1974,Hip,HdBoard,HdBoard,174.0,TA,TA,CBlock,Gd,No,Unf,0,Unf,1064,1064,TA,Y,SBrkr,1350,0,1350,0,2,0,3,1,TA,7,1,Attchd,1974.0,RFn,2,478,Y,0,0,0,WD,Normal,165000
716,70,RM,60.0,10800,Reg,Bnk,Inside,Gtl,OldTown,1Fam,2Story,7,8,1890,1998,Gable,Wd Sdng,VinylSd,0.0,TA,Gd,BrkTil,TA,No,Unf,0,Unf,718,718,Ex,Y,SBrkr,1576,978,2554,0,1,1,3,1,TA,8,0,Detchd,1996.0,Unf,2,704,P,0,48,143,WD,Normal,159500
717,20,RL,80.0,10000,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,1Story,5,6,1973,2000,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,No,BLQ,1084,Unf,92,1176,Gd,Y,SBrkr,1178,0,1178,0,1,1,3,1,Gd,5,1,Attchd,1973.0,Unf,2,439,Y,224,0,0,WD,Normal,157000
718,60,RL,96.0,10542,Reg,Lvl,Inside,Gtl,NoRidge,1Fam,2Story,7,5,1993,1994,Hip,Wd Sdng,ImStucc,651.0,Gd,TA,PConc,Gd,Gd,GLQ,1173,Unf,138,1311,Ex,Y,SBrkr,1325,1093,2418,1,2,1,3,1,Gd,9,1,Attchd,1993.0,RFn,3,983,Y,250,154,216,WD,Normal,341000
719,20,RL,69.0,9920,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,5,6,1969,1969,Gable,HdBoard,Plywood,0.0,TA,TA,CBlock,Gd,Gd,ALQ,523,Unf,448,971,TA,Y,SBrkr,971,0,971,0,1,1,3,1,TA,5,1,Attchd,1969.0,Unf,1,300,Y,0,0,0,WD,Normal,128500
720,120,RL,69.0,6563,IR1,Low,CulDSac,Mod,StoneBr,1Fam,1Story,8,5,1985,1985,Gable,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,Gd,GLQ,1148,Unf,594,1742,TA,Y,SBrkr,1742,0,1742,1,2,0,2,1,Gd,5,1,Attchd,1985.0,RFn,2,564,Y,114,28,234,WD,Normal,275000
721,120,RM,69.0,4426,Reg,Lvl,Inside,Gtl,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,169.0,Gd,TA,PConc,Gd,Av,GLQ,662,Unf,186,848,Ex,Y,SBrkr,848,0,848,1,1,0,1,1,Gd,3,0,Attchd,2004.0,RFn,2,420,Y,160,0,0,WD,Normal,143000
722,20,RL,70.0,8120,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,4,7,1970,1970,Gable,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,No,ALQ,191,Unf,673,864,Ex,Y,SBrkr,864,0,864,0,1,0,3,1,TA,5,0,Detchd,1994.0,Unf,2,463,Y,0,0,0,WD,Normal,124500
723,50,RL,60.0,8172,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1.5Fin,4,6,1954,1972,Gable,MetalSd,MetalSd,0.0,TA,TA,PConc,TA,No,Unf,0,Unf,941,941,Ex,Y,SBrkr,997,473,1470,0,2,0,4,1,TA,7,0,Detchd,1958.0,Unf,1,548,Y,0,0,0,WD,Normal,135000
724,20,RL,86.0,13286,IR1,Lvl,Inside,Gtl,Edwards,1Fam,1Story,9,5,2007,2008,Hip,CemntBd,CmentBd,340.0,Ex,TA,PConc,Ex,No,GLQ,1234,Unf,464,1698,Ex,Y,SBrkr,1698,0,1698,1,2,0,3,1,Ex,8,1,Attchd,2007.0,Fin,3,768,Y,327,64,0,WD,Normal,320000
725,20,RL,60.0,6960,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,4,6,1970,1970,Gable,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,No,ALQ,375,Other,250,864,TA,Y,SBrkr,864,0,864,0,1,0,3,1,Gd,5,0,Detchd,1989.0,Unf,2,660,Y,96,0,0,WD,Normal,120500
726,20,RL,69.0,21695,IR1,Lvl,Corner,Gtl,Crawfor,1Fam,1Story,6,9,1988,2007,Hip,Wd Sdng,Plywood,260.0,Gd,Gd,CBlock,Gd,No,GLQ,808,Unf,72,880,Ex,Y,SBrkr,1680,0,1680,1,2,0,3,1,Gd,5,1,Attchd,1988.0,Fin,2,540,Y,292,44,0,WD,Normal,222000
727,20,RL,64.0,7314,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,82.0,Gd,TA,PConc,Gd,Av,GLQ,724,Unf,508,1232,Ex,Y,SBrkr,1232,0,1232,1,2,0,2,1,Gd,6,0,Attchd,2007.0,RFn,2,632,Y,132,0,0,WD,Normal,194500
728,90,RL,85.0,11475,Reg,Lvl,Corner,Gtl,NAmes,Duplex,1Story,5,5,1958,1958,Gable,VinylSd,VinylSd,95.0,TA,TA,CBlock,TA,No,Unf,0,Unf,1584,1584,TA,Y,SBrkr,1776,0,1776,1,2,0,4,2,TA,9,0,Detchd,1968.0,Unf,3,888,Y,0,25,0,Other,Abnorml,110000
729,30,RM,52.0,6240,Reg,Lvl,Inside,Gtl,IDOTRR,1Fam,1.5Fin,4,5,1925,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,No,BLQ,152,Unf,628,780,TA,Y,FuseA,848,0,1208,0,1,0,2,1,TA,5,0,Detchd,1962.0,Unf,2,539,Y,0,23,112,WD,Normal,103000
730,120,RL,39.0,5389,IR1,Lvl,Inside,Gtl,StoneBr,TwnhsE,1Story,8,5,1995,1996,Gable,CemntBd,CmentBd,0.0,Gd,TA,PConc,Gd,No,GLQ,1180,Unf,415,1595,Ex,Y,SBrkr,1616,0,1616,1,2,0,2,1,Gd,5,1,Attchd,1995.0,RFn,2,608,Y,237,152,0,WD,Normal,236500
731,80,RL,73.0,9590,IR1,Lvl,Corner,Gtl,Timber,1Fam,SLvl,7,5,2003,2003,Gable,VinylSd,VinylSd,442.0,Gd,TA,PConc,Ex,Av,GLQ,786,Unf,82,868,Ex,Y,SBrkr,1146,0,1146,1,2,0,3,1,Gd,6,1,Attchd,2003.0,Fin,2,438,Y,160,22,0,WD,Normal,187500
732,60,RL,75.0,11404,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,5,1998,1999,Gable,VinylSd,VinylSd,202.0,Gd,TA,PConc,Gd,Av,ALQ,252,Unf,901,1153,Ex,Y,SBrkr,1153,878,2031,0,2,1,3,1,Gd,8,1,Attchd,1998.0,Fin,2,541,Y,192,84,0,WD,Normal,222500
733,20,RL,80.0,10000,Reg,Lvl,Corner,Gtl,Sawyer,1Fam,1Story,5,6,1961,1983,Hip,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,No,BLQ,594,Unf,270,864,Ex,Y,SBrkr,1144,0,1144,1,1,0,3,1,TA,6,1,Attchd,1961.0,RFn,1,264,Y,165,0,0,WD,Normal,131400
734,20,RL,69.0,8978,IR1,Lvl,Corner,Gtl,Sawyer,1Fam,1Story,5,5,1968,1968,Gable,Plywood,Plywood,0.0,TA,TA,PConc,TA,No,Unf,0,Unf,948,948,TA,Y,SBrkr,948,0,948,0,1,0,3,1,TA,6,0,Attchd,1968.0,Unf,1,300,Y,147,0,0,WD,Other,108000
735,75,RM,60.0,10800,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2.5Unf,7,7,1914,1970,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Gd,Mn,Rec,390,Unf,490,880,Fa,N,SBrkr,880,888,1768,0,1,1,2,1,TA,6,2,Detchd,1914.0,Unf,2,320,N,0,341,0,WD,Normal,163000
736,90,RL,60.0,8544,Reg,Lvl,Inside,Gtl,NAmes,Duplex,1Story,3,4,1950,1950,Gable,Stucco,Stone,0.0,TA,TA,CBlock,TA,No,Unf,0,Unf,0,0,Gd,N,Other,1040,0,1040,0,2,0,2,2,TA,6,0,Detchd,1949.0,Unf,2,400,Y,0,0,0,WD,Normal,93500
737,60,RL,72.0,10463,IR1,HLS,CulDSac,Gtl,Gilbert,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,893,893,Ex,Y,SBrkr,901,900,1801,0,2,1,3,1,Gd,8,1,Attchd,2005.0,Fin,3,800,Y,0,116,0,WD,Normal,239900
738,90,RL,60.0,10800,Reg,Lvl,Inside,Gtl,Edwards,Duplex,1Story,5,5,1987,1988,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,Gd,GLQ,1200,Unf,0,1200,TA,Y,SBrkr,1200,0,1200,3,3,0,3,1,TA,5,0,Attchd,2005.0,Unf,0,0,Y,120,0,0,WD,Other,179000
739,60,RL,65.0,9313,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,864,864,Ex,Y,SBrkr,864,864,1728,0,2,1,3,1,Gd,7,0,Attchd,2004.0,RFn,2,572,Y,187,56,0,WD,Normal,190000
740,70,RM,60.0,9600,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2Story,5,7,1910,2002,Gable,Wd Sdng,Wd Shng,0.0,TA,Gd,BrkTil,Fa,No,Unf,0,Unf,264,264,Ex,Y,SBrkr,768,664,1432,0,2,0,2,1,TA,7,0,Detchd,1910.0,Unf,2,360,Y,270,0,112,WD,Abnorml,132000
741,20,RL,65.0,6768,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,6,8,1961,1996,Hip,HdBoard,HdBoard,0.0,TA,Gd,CBlock,TA,Mn,GLQ,832,Unf,80,912,Gd,Y,SBrkr,912,0,912,1,1,0,3,1,Gd,5,0,Detchd,1962.0,Unf,1,288,Y,168,0,0,WD,Normal,142000
742,20,RL,65.0,8450,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,108.0,TA,TA,PConc,Gd,No,Unf,0,Unf,1349,1349,Ex,Y,SBrkr,1349,0,1349,0,2,0,3,1,TA,6,0,Attchd,2000.0,Unf,2,539,Y,120,55,0,WD,Normal,179000
743,80,RL,70.0,12886,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,SLvl,5,6,1963,1999,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,Av,ALQ,444,Unf,76,520,Ex,Y,SBrkr,1464,0,1464,0,2,0,3,1,TA,6,1,Attchd,1997.0,RFn,2,480,Y,302,0,0,WD,Normal,175000
744,120,RL,41.0,5395,IR1,HLS,Inside,Gtl,StoneBr,TwnhsE,1Story,8,5,1993,1993,Gable,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,No,GLQ,733,Unf,604,1337,Gd,Y,SBrkr,1337,0,1337,1,2,0,2,1,Gd,5,1,Attchd,1993.0,RFn,2,462,Y,96,0,70,WD,Normal,180000
745,60,RL,69.0,8963,IR1,Lvl,Inside,Gtl,NWAmes,1Fam,2Story,8,9,1976,1996,Hip,VinylSd,VinylSd,289.0,Ex,Gd,CBlock,TA,No,GLQ,575,Other,487,1142,Ex,Y,SBrkr,1175,1540,2715,0,3,1,4,1,Gd,11,2,BuiltIn,1994.0,Fin,2,831,Y,0,204,0,WD,Normal,299800
746,60,RL,69.0,8795,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,No,GLQ,300,Unf,652,952,Ex,Y,SBrkr,980,1276,2256,0,2,1,4,1,Gd,8,1,BuiltIn,2000.0,Fin,2,554,Y,224,54,0,WD,Normal,236000
747,70,RM,65.0,11700,IR1,Lvl,Corner,Gtl,OldTown,1Fam,2Story,7,7,1880,2003,Mansard,Stucco,Stucco,0.0,Gd,TA,Stone,TA,No,Unf,0,Unf,1240,1240,TA,N,SBrkr,1320,1320,2640,0,1,1,4,1,Gd,8,1,Detchd,1950.0,Unf,4,864,N,181,0,386,WD,Normal,265979
748,20,RL,59.0,10593,IR1,Lvl,Inside,Gtl,NoRidge,1Fam,1Story,7,5,1996,1996,Hip,VinylSd,VinylSd,338.0,Gd,TA,PConc,Gd,No,GLQ,919,Unf,801,1720,Ex,Y,SBrkr,1720,0,1720,1,2,0,3,1,Gd,7,1,Attchd,1996.0,Fin,2,527,Y,240,56,154,WD,Normal,260400
749,50,RL,50.0,8405,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1.5Fin,4,3,1945,1950,Gable,WdShing,Wd Shng,0.0,TA,TA,Slab,TA,No,Unf,0,Unf,0,0,TA,N,Other,1088,441,1529,0,2,0,4,1,TA,9,0,Detchd,1945.0,Unf,1,240,N,92,0,185,WD,Normal,98000
750,50,RM,55.0,8800,Reg,Lvl,Corner,Gtl,OldTown,1Fam,1.5Fin,4,7,1910,2004,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,No,Unf,0,Unf,576,576,Gd,Y,SBrkr,792,348,1140,0,1,0,3,1,TA,7,0,Attchd,2005.0,Unf,0,0,N,0,160,0,WD,Normal,96500
751,60,RL,69.0,7750,Reg,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,660,660,Ex,Y,SBrkr,660,660,1320,0,2,1,3,1,Gd,6,0,Attchd,2003.0,Fin,2,400,Y,0,48,0,WD,Normal,162000
752,20,RL,79.0,9236,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,6,5,1997,1997,Gable,VinylSd,VinylSd,0.0,TA,Gd,PConc,Gd,Gd,GLQ,1200,Unf,279,1479,Ex,Y,SBrkr,1494,0,1494,1,2,0,3,1,Gd,6,0,Attchd,1997.0,RFn,2,576,Y,168,27,0,WD,Normal,217000
753,60,RL,80.0,10240,Reg,Lvl,Inside,Gtl,NridgHt,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,178.0,Gd,TA,PConc,Gd,Mn,Unf,0,Unf,1030,1030,Gd,Y,SBrkr,1038,1060,2098,0,2,1,3,1,Ex,8,1,Attchd,2005.0,RFn,3,878,Y,192,52,0,WD,Normal,275500
754,20,RL,61.0,7930,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,8,1969,2005,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,TA,No,GLQ,439,Other,115,1026,Gd,Y,SBrkr,1026,0,1026,1,1,0,3,1,Gd,5,0,Detchd,1969.0,RFn,2,440,Y,171,48,0,WD,Normal,156000
755,160,FV,34.0,3230,Reg,Lvl,Inside,Gtl,Somerst,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,894.0,TA,TA,PConc,Gd,No,GLQ,381,Unf,348,729,Gd,Y,SBrkr,742,729,1471,0,2,1,3,1,TA,6,0,Detchd,1999.0,Unf,2,440,Y,0,24,0,WD,Normal,172500
756,60,RL,68.0,10769,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,8,5,2007,2007,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,Av,GLQ,20,Unf,846,866,Ex,Y,SBrkr,866,902,1768,0,2,1,3,1,Gd,7,0,Attchd,2007.0,RFn,2,578,Y,144,105,0,WD,Normal,212000
757,60,RL,69.0,11616,IR1,Lvl,CulDSac,Gtl,Sawyer,1Fam,2Story,6,5,1978,1978,Hip,HdBoard,HdBoard,328.0,TA,TA,CBlock,TA,Mn,Rec,438,Unf,234,672,TA,Y,SBrkr,672,714,1386,0,2,1,3,1,TA,6,1,Attchd,1978.0,Fin,2,440,Y,335,0,0,WD,Abnorml,158900
758,160,FV,24.0,2280,Reg,Lvl,Inside,Gtl,Somerst,Twnhs,2Story,7,5,1999,1999,Gable,MetalSd,MetalSd,360.0,TA,TA,PConc,Gd,No,ALQ,549,Unf,195,744,Gd,Y,SBrkr,757,744,1501,0,2,1,3,1,TA,6,0,Detchd,1999.0,Unf,2,440,Y,0,0,0,WD,Normal,179400
759,60,RL,65.0,12257,IR1,Lvl,Inside,Gtl,NoRidge,1Fam,2Story,8,5,1995,1995,Gable,VinylSd,VinylSd,513.0,Gd,TA,PConc,Gd,Av,LwQ,56,Other,1198,1318,Ex,Y,SBrkr,1328,1203,2531,0,2,1,4,1,Gd,9,1,Attchd,1995.0,RFn,3,752,Y,222,98,0,WD,Normal,290000
760,20,RL,70.0,9100,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,6,1959,1959,Hip,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,No,Rec,612,Unf,252,864,Ex,Y,SBrkr,864,0,864,0,1,0,2,1,TA,5,0,Detchd,2008.0,Unf,1,300,Y,0,0,0,WD,Normal,127500
761,30,RM,60.0,6911,Reg,Lvl,FR2,Gtl,BrkSide,1Fam,1Story,5,5,1924,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,Mn,LwQ,405,Unf,740,1145,TA,Y,SBrkr,1301,0,1301,0,1,0,2,1,Fa,5,0,Detchd,1965.0,Unf,2,440,Y,0,0,0,WD,Normal,100000
762,60,FV,72.0,8640,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,7,5,2009,2009,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,Mn,GLQ,24,Unf,732,756,Ex,Y,SBrkr,764,783,1547,0,2,1,3,1,Gd,7,0,Attchd,2009.0,Unf,2,614,Y,169,45,0,Other,Normal,215200
763,60,RL,82.0,9430,Reg,Lvl,Inside,Gtl,NoRidge,1Fam,2Story,8,5,1999,1999,Gable,VinylSd,VinylSd,673.0,Gd,TA,PConc,Gd,Mn,GLQ,1163,Unf,89,1252,Ex,Y,SBrkr,1268,1097,2365,1,2,1,3,1,Gd,8,1,Attchd,1999.0,RFn,3,856,Y,0,128,0,WD,Normal,337000
764,120,RL,30.0,9549,IR1,Lvl,CulDSac,Gtl,Veenker,TwnhsE,1Story,8,5,1995,1996,Hip,BrkFace,BrkFace,0.0,Gd,Gd,PConc,Gd,Av,LwQ,437,Other,0,1494,Ex,Y,SBrkr,1494,0,1494,1,1,1,2,1,Ex,6,1,Attchd,1995.0,Fin,2,481,Y,0,30,0,WD,Normal,270000
765,20,RL,75.0,14587,IR1,Lvl,Inside,Gtl,Somerst,1Fam,1Story,9,5,2008,2008,Gable,VinylSd,VinylSd,284.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,1498,1498,Ex,Y,SBrkr,1506,0,1506,0,2,0,2,1,Ex,6,1,Attchd,2008.0,Fin,2,592,Y,0,174,0,New,Partial,264132
766,60,RL,80.0,10421,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,2Story,7,5,1988,1988,Gable,HdBoard,HdBoard,42.0,TA,TA,CBlock,Gd,No,GLQ,394,Unf,586,980,TA,Y,SBrkr,980,734,1714,0,2,1,3,1,TA,7,1,Attchd,1988.0,Unf,2,496,Y,228,66,156,WD,Normal,196500
767,50,RL,75.0,12508,IR1,Lvl,Inside,Gtl,Mitchel,1Fam,1.5Fin,6,7,1940,1985,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,Gd,Mn,ALQ,660,Unf,323,983,Ex,Y,SBrkr,983,767,1750,1,2,0,4,1,TA,7,0,Attchd,1989.0,Unf,1,423,Y,245,0,156,WD,Normal,160000
768,20,RL,70.0,9100,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2004,2005,Hip,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,No,GLQ,24,Unf,1836,1860,Ex,Y,SBrkr,1836,0,1836,0,2,0,3,1,Gd,8,1,Attchd,2004.0,Fin,2,484,Y,120,33,0,WD,Normal,216837
769,60,RL,47.0,53504,IR2,HLS,CulDSac,Mod,StoneBr,1Fam,2Story,8,5,2003,2003,Hip,CemntBd,Wd Shng,603.0,Ex,TA,PConc,Gd,Gd,ALQ,1416,Unf,234,1650,Ex,Y,SBrkr,1690,1589,3279,1,3,1,4,1,Ex,12,1,BuiltIn,2003.0,Fin,3,841,Y,503,36,0,WD,Normal,538000
770,85,RL,69.0,7252,IR1,Lvl,CulDSac,Gtl,Sawyer,1Fam,SFoyer,5,5,1982,1982,Hip,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,Gd,Av,GLQ,685,Unf,173,858,TA,Y,SBrkr,858,0,858,1,1,0,2,1,TA,5,0,Detchd,1983.0,Unf,2,576,Y,120,0,0,WD,Normal,134900
771,20,RL,67.0,8877,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1Story,4,5,1951,1951,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,Fa,No,LwQ,836,Unf,0,836,TA,Y,Other,1220,0,1220,0,1,0,2,1,TA,6,0,Detchd,1951.0,Unf,2,396,Y,0,0,0,Other,Normal,102000
772,80,RL,94.0,7819,Reg,Lvl,Inside,Gtl,Edwards,1Fam,SLvl,6,5,1976,1976,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,TA,Av,ALQ,422,Other,480,1029,TA,Y,SBrkr,1117,0,1117,1,1,0,3,1,TA,6,1,Detchd,1976.0,Unf,2,672,Y,144,0,0,WD,Abnorml,107000
773,20,RL,70.0,10150,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,5,1958,1958,Gable,Wd Sdng,Wd Sdng,1.0,TA,TA,CBlock,TA,No,Rec,456,Unf,456,912,Ex,Y,FuseA,912,0,912,0,1,0,2,1,TA,5,0,Attchd,1958.0,RFn,1,275,Y,0,0,0,Other,Normal,114500
774,20,RL,110.0,14226,Reg,Lvl,Corner,Gtl,NridgHt,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,375.0,Gd,TA,PConc,Gd,Av,Unf,0,Unf,1935,1935,Gd,Y,SBrkr,1973,0,1973,0,2,0,3,1,Gd,9,1,Attchd,2006.0,Fin,3,895,Y,315,45,0,New,Partial,395000
775,120,RM,32.0,4500,Reg,Lvl,FR2,Gtl,Mitchel,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,320.0,TA,TA,PConc,Ex,No,GLQ,866,Unf,338,1204,Ex,Y,SBrkr,1204,0,1204,1,2,0,2,1,TA,5,0,Attchd,1998.0,Fin,2,412,Y,0,247,0,WD,Normal,162000
776,20,RL,86.0,11210,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,240.0,Gd,TA,PConc,Gd,Av,GLQ,20,Unf,1594,1614,Ex,Y,SBrkr,1614,0,1614,0,2,0,3,1,Gd,7,0,Attchd,2005.0,RFn,3,865,Y,144,59,0,New,Partial,221500
777,20,RL,100.0,13350,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1974,1974,Hip,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,No,ALQ,762,Unf,102,864,TA,Y,SBrkr,894,0,894,1,1,0,3,1,TA,5,1,Attchd,1974.0,Unf,2,440,Y,241,0,0,WD,Normal,142500
